protein_id,accession,selected_identity_percent,selected_query_coverage_percent,selected_evalue,selected_bit_score,quality_tier,exact_identity100_coverage100,status,pdb_file,pdbUrl,latestVersion,uniprotId,uniprotDescription,organismScientificName,isReviewed,globalMetricValue,error_message
b1e67704e32a910a8ec3f221ba817687 MCSG-APC41556.0 A-1,A0A059Y184,100.0,100.0,7.5e-98,286.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A059Y184.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A059Y184-F1-model_v6.pdb,6,A0A059Y184_9BACT,DUF1841 domain-containing protein,Leptospirillum ferriphilum YSK,False,92.0,
97e74668a5a738115516de1a42f98854 SGPP-Lmaj012064AAA A-0,Q4Q5I4,100.0,100.0,0.0,1159.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q4Q5I4.pdb,https://alphafold.ebi.ac.uk/files/AF-Q4Q5I4-F1-model_v6.pdb,6,Q4Q5I4_LEIMA,RRM domain-containing protein,Leishmania major,False,36.84,
fe692085d42848fbb1c3397a3e81f624 5ODT_2 A-1,B4E355,97.826,100.0,1.17e-21,95.5,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\B4E355.pdb,https://alphafold.ebi.ac.uk/files/AF-B4E355-F1-model_v6.pdb,6,B4E355_HUMAN,"cDNA FLJ60398, highly similar to Transforming acidic coiled-coil-containing protein 3",Homo sapiens,False,40.75,
a458b8fe35faf7b3d05729f73297d908 4WP5_2 A-1,G0SG92,98.87,96.72131147540983,8.19e-130,371.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\G0SG92.pdb,https://alphafold.ebi.ac.uk/files/AF-G0SG92-F1-model_v6.pdb,6,G0SG92_CHATD,NTF2 domain-containing protein,Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719),False,94.25,
747b31e25235cde624322070fa04e9ca 4BI4_1 A-1,S4S1W2,100.0,100.0,1.26e-117,338.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\S4S1W2.pdb,https://alphafold.ebi.ac.uk/files/AF-S4S1W2-F1-model_v6.pdb,6,S4S1W2_SERMA,Ssp1 c50a mutant,Serratia marcescens,False,97.0,
12e7e626d8dab97f336a85e58f54db81 JCSG-371520 A-0,A0A0C6P8X5,100.0,100.0,6.74e-144,407.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0C6P8X5.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0C6P8X5-F1-model_v6.pdb,6,A0A0C6P8X5_BORBO,Cysteine dioxygenase,Bordetella bronchiseptica 253,False,93.19,
5f71d4e803685aeab0b177848f220108 JCSG-392240 A-1,Q98LI6,100.0,100.0,2.08e-63,196.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q98LI6.pdb,https://alphafold.ebi.ac.uk/files/AF-Q98LI6-F1-model_v6.pdb,6,Q98LI6_RHILO,Msl1007 protein,Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099),False,97.06,
65a136071686b348f49a624b12112500 7JHY_3 A-1,A0ACD6B8N3,100.0,100.0,2.15e-108,315.0,Q1_near_exact,True,no_afdb_model,3Dstructure\afdb_correct_to_wrong_2500_structures\A0ACD6B8N3.pdb,,,,,,,,AFDB API returned HTTP 404
623da34586495151557dd532952f57ea MCSG-APC40753.0 A-0,A0AAW7HRL6,100.0,100.0,2.07e-78,235.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0AAW7HRL6.pdb,https://alphafold.ebi.ac.uk/files/AF-A0AAW7HRL6-F1-model_v6.pdb,6,A0AAW7HRL6_9PSED,Rieske (2Fe-2S) protein,Pseudomonas alloputida,False,93.56,
3d4c7c57e3b41a53e5eff547820680bb SGPP-Lmaj006140AAA A-0,Q4Q056,100.0,100.0,7.95e-150,427.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q4Q056.pdb,https://alphafold.ebi.ac.uk/files/AF-Q4Q056-F1-model_v6.pdb,6,Q4Q056_LEIMA,Methyltransferase type 11 domain-containing protein,Leishmania major,False,73.06,
53b14e199d53952f9bbe86f6763967a0 MCSG-APC35611 A-0,A0ABN4A4R5,98.864,100.0,3.03e-118,341.0,Q1_near_exact,False,no_afdb_model,3Dstructure\afdb_correct_to_wrong_2500_structures\A0ABN4A4R5.pdb,,,,,,,,AFDB API returned HTTP 404
befc0c38e556e2fbb16ac3831fe54579 TB-Rv1333 A-0,A0A045IT55,100.0,100.0,0.0,664.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A045IT55.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A045IT55-F1-model_v6.pdb,6,A0A045IT55_MYCTX,Hydrolase,Mycobacterium tuberculosis,False,95.0,
7791e8120211663da4f63a6ee18ed0e7 2NB9_1 A-1,A0A0H3CAB7,100.0,87.75510204081633,8.81e-23,97.1,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0H3CAB7.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0H3CAB7-F1-model_v6.pdb,6,A0A0H3CAB7_CAUVN,Zinc-finger pilus regulatory protein ZitP,Caulobacter vibrioides (strain NA1000 / CB15N),False,71.81,
6adda42b6972f5a29def43073df670ba SGPP-Pviv004861AAA A-1,A0A0J9SJM1,100.0,100.0,2.67e-54,175.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0J9SJM1.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0J9SJM1-F1-model_v6.pdb,6,A0A0J9SJM1_PLAVI,Uncharacterized protein,Plasmodium vivax India VII,False,69.31,
c34c468ed0479b180528b619bae28c75 MCSG-APC23811 A-0,A0A0H2X1B5,100.0,100.0,2.47e-89,264.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0H2X1B5.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0H2X1B5-F1-model_v6.pdb,6,A0A0H2X1B5_STAAC,Uncharacterized protein,Staphylococcus aureus (strain COL),False,93.38,
3628694ea3451403da5ccd35cf468bb2 JCSG-383854 A-0,A0A0H3C2Z6,100.0,100.0,6.77e-90,265.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0H3C2Z6.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0H3C2Z6-F1-model_v6.pdb,6,A0A0H3C2Z6_BORBZ,Uncharacterized protein,Borreliella burgdorferi (strain ZS7),False,62.88,
1e52526ec269f127453efc44d20e1bba SGPP-Tbru019161AAA A-0,A0A1G4HYU7,100.0,100.0,1.53e-125,359.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A1G4HYU7.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A1G4HYU7-F1-model_v6.pdb,6,A0A1G4HYU7_TRYEQ,Uncharacterized protein,Trypanosoma equiperdum,False,62.59,
7d2c75a1985c1138bd7f78537db3fc96 MCSG-APC67204.2 A-1,A1R3H1,100.0,100.0,2.59e-159,454.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A1R3H1.pdb,https://alphafold.ebi.ac.uk/files/AF-A1R3H1-F1-model_v6.pdb,6,A1R3H1_PAEAT,Putative FemAB family protein,Paenarthrobacter aurescens (strain TC1),False,93.38,
1ce56d1497004fa2ea73b188da5611ef MCSG-APC26321 A-0,A0A0H3AM44,100.0,100.0,0.0,541.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0H3AM44.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0H3AM44-F1-model_v6.pdb,6,A0A0H3AM44_VIBC3,Beta-mannosidase-like galactose-binding domain-containing protein,Vibrio cholerae serotype O1 (strain ATCC 39541 / Classical Ogawa 395 / O395),False,90.31,
39f02313657f6c0346c27741b31d5b73 MCSG-APC107247 A-0,A0A4D6KC85,100.0,100.0,0.0,537.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A4D6KC85.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A4D6KC85-F1-model_v6.pdb,6,A0A4D6KC85_9EURY,Methanogenesis regulatory protein FilR1 middle domain-containing protein,Halomicrobium mukohataei,False,86.38,
0ff9676678c217a7d06fe8fd6c659578 JCSG-370028 A-0,A0A0C2YDF3,99.625,100.0,0.0,534.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0C2YDF3.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0C2YDF3-F1-model_v6.pdb,6,A0A0C2YDF3_PARME,Putative D-tagatose 3-epimerase,Paramagnetospirillum magnetotacticum MS-1,False,96.88,
7ea5e3a7978958f72b8433f82d71b087 JCSG-417367 A-1,A0A0E3T8F2,100.0,100.0,3.57e-62,194.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0E3T8F2.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0E3T8F2-F1-model_v6.pdb,6,A0A0E3T8F2_PSEAI,Pf1-like phage protein,Pseudomonas aeruginosa,False,62.0,
dbc0efee96aa7de7bcb8754eb35dca52 JCSG-437 A-0,O45628,100.0,100.0,1.42e-62,205.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\O45628.pdb,https://alphafold.ebi.ac.uk/files/AF-O45628-F1-model_v6.pdb,6,O45628_CAEEL,UBX domain-containing protein,Caenorhabditis elegans,False,82.62,
0ab4bd655ad1c29f203eed1ea0d346c5 NYSGRC-004552 A-0,A0A086LJK9,91.538,109.24369747899159,0.0,937.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A086LJK9.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A086LJK9-F1-model_v6.pdb,6,A0A086LJK9_TOXGO,Proteasome non-ATPase 26S subunit,Toxoplasma gondii RUB,False,90.94,
088669bdddb365257bc2f68c330733d6 MCSG-APC23804 A-0,A0A0H3JVX8,100.0,100.0,2.36e-120,345.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0H3JVX8.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0H3JVX8-F1-model_v6.pdb,6,A0A0H3JVX8_STAAM,Transposase homolog for IS232,Staphylococcus aureus (strain Mu50 / ATCC 700699),False,82.88,
7da1e8503948b0360ee6703d4e72a8ef MCSG-APC81813 A-1,Q8A4K8,100.0,100.0,2.77e-82,245.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q8A4K8.pdb,https://alphafold.ebi.ac.uk/files/AF-Q8A4K8-F1-model_v6.pdb,6,Q8A4K8_BACTN,Uncharacterized protein,Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50),False,92.81,
6dd5ef671fb8b14668d73f44e65fac2e SSGCID-BobuA.18899.e A-1,A0A0H3C262,100.0,100.0,9.37e-123,353.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0H3C262.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0H3C262-F1-model_v6.pdb,6,A0A0H3C262_BORBZ,Putative plasmid partition protein,Borreliella burgdorferi (strain ZS7),False,85.0,
c24847a03aa258bd80aa319b01dac9e6 SECSG-T05D4.2 A-0,O45748,100.0,100.0,0.0,654.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\O45748.pdb,https://alphafold.ebi.ac.uk/files/AF-O45748-F1-model_v6.pdb,6,O45748_CAEEL,F-box associated domain-containing protein,Caenorhabditis elegans,False,85.62,
e0a5a8c0a63a5db2741f9f78a2dd352b BSGI-O27597 A-0,O27597,100.0,100.0,0.0,668.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\O27597.pdb,https://alphafold.ebi.ac.uk/files/AF-O27597-F1-model_v6.pdb,6,O27597_METTH,"Tungsten formylmethanofuran dehydrogenase, subunit F",Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H),False,96.81,
3baa219156bc8e2a64e719da15acab1c JCSG-402919 A-1,Q39WX1,100.0,100.0,5.52e-64,197.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q39WX1.pdb,https://alphafold.ebi.ac.uk/files/AF-Q39WX1-F1-model_v6.pdb,6,Q39WX1_GEOMG,Antibiotic biosynthesis monooxygenase domain protein,Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15),False,96.38,
f0caffe86f63f36799fcf66502bde2fe MCSG-APC41682.0 A-1,A0A0K0L8Y0,100.0,100.0,1.57e-78,236.0,Q1_near_exact,True,no_afdb_model,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0K0L8Y0.pdb,,,,,,,,AFDB API returned HTTP 404
db4d8da81cbb91d6693c5b8e2e7c0a6e JCSG-283391 A-1,Q9X1M0,100.0,100.0,1.57e-77,233.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q9X1M0.pdb,https://alphafold.ebi.ac.uk/files/AF-Q9X1M0-F1-model_v6.pdb,6,Q9X1M0_THEMA,Uncharacterized protein,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),False,70.19,
185216323c8d0bec0db888d8da778643 BSGI-C2510_ECOL6 A-0,A0A0H2VAW1,100.0,100.0,1.55e-80,241.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0H2VAW1.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0H2VAW1-F1-model_v6.pdb,6,A0A0H2VAW1_ECOL6,Uncharacterized protein,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC),False,76.06,
a3cf3fa1710178eac71421e4bf03a3fc TB-Rv2036 A-0,A0A045JQ87,100.0,100.0,3.73e-151,427.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A045JQ87.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A045JQ87-F1-model_v6.pdb,6,A0A045JQ87_MYCTX,DinB family protein,Mycobacterium tuberculosis,False,87.88,
8d34686e5b3e9d7699e4316fc6ea0e9f JCSG-370507 A-1,Q97H02,100.0,100.0,5.86e-90,266.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q97H02.pdb,https://alphafold.ebi.ac.uk/files/AF-Q97H02-F1-model_v6.pdb,6,Q97H02_CLOAB,Uncharacterized protein,Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / IAM 19013 / LMG 5710 / NBRC 13948 / NRRL B-527 / VKM B-1787 / 2291 / W),False,82.69,
d4588f3aca96384c09ac3472f3f2e8be MCSG-APC23796 A-0,A0A9Q4UHP0,100.0,100.0,1.02e-70,215.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A9Q4UHP0.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A9Q4UHP0-F1-model_v6.pdb,6,A0A9Q4UHP0_STAAU,Uncharacterized protein,Staphylococcus aureus,False,95.69,
c0e685591c6ed0c432618fafac2e5d4d MCSG-APC25775 A-0,Q81GA1,100.0,100.0,8.87e-84,249.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q81GA1.pdb,https://alphafold.ebi.ac.uk/files/AF-Q81GA1-F1-model_v6.pdb,6,Q81GA1_BACCR,Cyclic-phosphate processing Receiver domain-containing protein,Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711),False,90.81,
6c3d58b99d66cb1fe1bffc05fd9ba9dd 5T09_1 A-1,A0A0Q0CD50,100.0,100.0,5.2e-174,487.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0Q0CD50.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0Q0CD50-F1-model_v6.pdb,6,A0A0Q0CD50_PSEAP,Type III effector HopBA1,Pseudomonas syringae pv. aptata,False,80.62,
22cca2496e21423f163146293d82c862 JCSG-417435 A-1,A7B3G2,100.0,100.0,4.5e-97,285.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A7B3G2.pdb,https://alphafold.ebi.ac.uk/files/AF-A7B3G2-F1-model_v6.pdb,6,A7B3G2_MEDG7,HIRAN domain-containing protein,Mediterraneibacter gnavus (strain ATCC 29149 / DSM 114966 / JCM 6515 / VPI C7-9),False,74.75,
62d0bf4dd3b79eefd9cc5233357f22c9 SECSG-T06G6.3 A-0,O18051,100.0,100.0,0.0,1035.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\O18051.pdb,https://alphafold.ebi.ac.uk/files/AF-O18051-F1-model_v6.pdb,6,O18051_CAEEL,Coiled-coil domain-containing protein 146,Caenorhabditis elegans,False,71.19,
43bc7ecf87a5b8b26ebe04f7d26524d5 MCSG-APC107242 A-0,A0A4D6KCR4,100.0,100.0,0.0,526.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A4D6KCR4.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A4D6KCR4-F1-model_v6.pdb,6,A0A4D6KCR4_9EURY,Response regulator receiver protein,Halomicrobium mukohataei,False,76.56,
97c7dbc0cb0a7e9048a8032e085bc623 JCSG-366522 A-0,B2IZP3,100.0,100.0,4.42e-140,405.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\B2IZP3.pdb,https://alphafold.ebi.ac.uk/files/AF-B2IZP3-F1-model_v6.pdb,6,B2IZP3_NOSP7,Transposase family protein,Nostoc punctiforme (strain ATCC 29133 / PCC 73102),False,75.06,
412b5ba15595ca9677c65097f824f68a MCSG-APC83973 A-1,A0A0H5QRN6,100.0,100.0,0.0,556.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0H5QRN6.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0H5QRN6-F1-model_v6.pdb,6,A0A0H5QRN6_NEIMI,Polysaccharide biosynthesis protein WlaX,Neisseria meningitidis serogroup B,False,95.75,
45322f7ecb8f3122ff120ef716f759c1 SECSG-ZK228.3 A-0,O46009,100.0,100.0,0.0,650.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\O46009.pdb,https://alphafold.ebi.ac.uk/files/AF-O46009-F1-model_v6.pdb,6,O46009_CAEEL,YitH/HolE acetyltransferase (GNAT) domain-containing protein,Caenorhabditis elegans,False,96.0,
24f88d0dc1b662efc733aa6e442d07cc MCSG-APC41702.0 A-1,A9J548,100.0,100.0,3.31e-66,203.0,Q1_near_exact,True,no_afdb_model,3Dstructure\afdb_correct_to_wrong_2500_structures\A9J548.pdb,,,,,,,,AFDB API returned HTTP 404
3ef4448345d0bfe80471161122ed1c06 SSGCID-EnhiA.17856.a A-0,A0A5K1UQR4,100.0,96.97674418604652,0.0,860.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A5K1UQR4.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A5K1UQR4-F1-model_v6.pdb,6,A0A5K1UQR4_ENTHI,Rab3-GAP regulatory subunit N-terminal domain-containing protein,Entamoeba histolytica,False,50.72,
147eb730aa5f3f5380e5bd2087918027 MCSG-APC87047 A-0,A0A3G8ELD0,100.0,100.0,0.0,538.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A3G8ELD0.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A3G8ELD0-F1-model_v6.pdb,6,A0A3G8ELD0_SACSO,CRISPR-associated protein Cas5,Saccharolobus solfataricus,False,85.94,
2511437e7a98d0959d72620c5d5db2a6 SECSG-F41G3.6 A-0,Q20287,100.0,100.0,0.0,615.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q20287.pdb,https://alphafold.ebi.ac.uk/files/AF-Q20287-F1-model_v6.pdb,6,Q20287_CAEEL,DUF2013 domain-containing protein,Caenorhabditis elegans,False,67.25,
31a4f3fd57e7c275dd55d91c63870830 SGPP-Tbru015144AAA A-1,A0A1G4I5M7,100.0,96.8,2.44e-80,241.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A1G4I5M7.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A1G4I5M7-F1-model_v6.pdb,6,A0A1G4I5M7_TRYEQ,Uncharacterized protein,Trypanosoma equiperdum,False,46.81,
a1f5ea7b87bf31edd6cc8503ff6fe35b SSGCID-HepyC.19473.a A-0,A0A1V3ASI4,100.0,100.0,0.0,520.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A1V3ASI4.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A1V3ASI4-F1-model_v6.pdb,6,A0A1V3ASI4_HELPX,Magnesium transport protein CorA,Helicobacter pylori,False,86.31,
c346a4cb6135995390e371966b30dbfc 5DWB_1 A-1,A0A0N7LVK2,99.64,100.0,0.0,570.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0N7LVK2.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0N7LVK2-F1-model_v6.pdb,6,A0A0N7LVK2_THAGE,BsaWI restriction endonuclease type 2 domain-containing protein,Thalassovita gelatinovora,False,93.81,
c706883cdb6eb767ac36ead2b9e4ea3a JCSG-402696 A-1,Q481P0,100.0,100.0,7.77e-68,207.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q481P0.pdb,https://alphafold.ebi.ac.uk/files/AF-Q481P0-F1-model_v6.pdb,6,Q481P0_COLP3,DUF1330 domain-containing protein,Colwellia psychrerythraea (strain 34H / ATCC BAA-681),False,96.56,
4ec99a87bc5836b8e1c0f130b070295e MCSG-APC41475.0 A-1,B6ANJ3,100.0,100.0,6.37e-70,213.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\B6ANJ3.pdb,https://alphafold.ebi.ac.uk/files/AF-B6ANJ3-F1-model_v6.pdb,6,B6ANJ3_9BACT,Transcriptional regulator,Leptospirillum sp. Group II '5-way CG',False,92.25,
1c06d21a310ada5c8cdcd3ea91bb042b SGPP-Pviv009021AAA A-0,A0A0J9S6S8,100.0,100.0,0.0,590.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0J9S6S8.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0J9S6S8-F1-model_v6.pdb,6,A0A0J9S6S8_PLAVI,Uncharacterized protein,Plasmodium vivax India VII,False,59.91,
a21dffb1045116f9391baa571de6c60b JCSG-370451 A-1,Q2STJ3,100.0,100.0,5.03e-106,308.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q2STJ3.pdb,https://alphafold.ebi.ac.uk/files/AF-Q2STJ3-F1-model_v6.pdb,6,Q2STJ3_BURTA,Helix-turn-helix domain protein,Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CCUG 48851 / CIP 106301 / E264),False,67.12,
3384e7091b35a8fbc3cad64ccca13014 TB-Rv2513 A-1,A5U5L1,100.0,100.0,7.83e-94,276.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A5U5L1.pdb,https://alphafold.ebi.ac.uk/files/AF-A5U5L1-F1-model_v6.pdb,6,A5U5L1_MYCTA,Uncharacterized protein,Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra),False,31.7,
a0a4f477889b16eb9e855d9efa8cb32d SECSG-F12E12.H A-0,Q9BLC0,100.0,100.0,7.1e-123,352.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q9BLC0.pdb,https://alphafold.ebi.ac.uk/files/AF-Q9BLC0-F1-model_v6.pdb,6,Q9BLC0_CAEEL,Uncharacterized protein,Caenorhabditis elegans,False,78.06,
5ca7161720ef556d9d744efab14ba6fa JCSG-383793 A-0,A0A6N4SUG2,100.0,100.0,9.92e-108,312.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A6N4SUG2.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A6N4SUG2-F1-model_v6.pdb,6,A0A6N4SUG2_CYTH3,YdhG-like domain-containing protein,Cytophaga hutchinsonii (strain ATCC 33406 / DSM 1761 / CIP 103989 / NBRC 15051 / NCIMB 9469 / D465),False,93.94,
13a67b88ce363327f71be65084e78bb6 SSGCID-RifeA.17424.a A-0,A0A0F3MX31,100.0,100.0,3.69e-92,271.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0F3MX31.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0F3MX31-F1-model_v6.pdb,6,A0A0F3MX31_RICFI,Putative glutamine amidotransferase,Rickettsia felis str. Pedreira,False,74.06,
f28b5e02f6dd6f6101d9c6515d4b9d3f JCSG-369245 A-1,B2IZJ8,100.0,100.0,1.37e-131,375.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\B2IZJ8.pdb,https://alphafold.ebi.ac.uk/files/AF-B2IZJ8-F1-model_v6.pdb,6,B2IZJ8_NOSP7,DOMON-like domain-containing protein,Nostoc punctiforme (strain ATCC 29133 / PCC 73102),False,96.0,
f2e68f87e7715548498f30763e0b4ed9 JCSG-376514 A-0,Q1IZ59,99.219,100.0,1.37e-88,262.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q1IZ59.pdb,https://alphafold.ebi.ac.uk/files/AF-Q1IZ59-F1-model_v6.pdb,6,Q1IZ59_DEIGD,Uncharacterized protein,Deinococcus geothermalis (strain DSM 11300 / CIP 105573 / AG-3a),False,91.62,
ceadabdb24dbfb37ba27098f70cd6e6e MCSG-APC21351.2 A-0,A0A2N5PII2,100.0,100.0,6.57e-65,207.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A2N5PII2.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A2N5PII2-F1-model_v6.pdb,6,A0A2N5PII2_MEDGN,DUF1385 domain-containing protein,Mediterraneibacter gnavus,False,85.56,
97cc712ae31407d06f36c2643268db1c MCSG-APC108332 A-1,A0AAN5SZP3,100.0,100.0,0.0,646.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0AAN5SZP3.pdb,https://alphafold.ebi.ac.uk/files/AF-A0AAN5SZP3-F1-model_v6.pdb,6,A0AAN5SZP3_LEGPN,Lpg1654 family Dot/Icm T4SS effector,Legionella pneumophila,False,67.88,
